"id_all","Headline","codeN","cabinetmatch","ldpmatch","politicsmatch"
79937,"臨時国会、冒頭解散へ　最速２９日　総選挙１１月上旬軸　",NA,NA,NA,13621
69573,"［地球を読む］「靖国」日本の岐路　次期首相への踏み絵　葛西敬之（寄稿） ",NA,12488,NA,NA
83850,"（政権交代　８８日目）予算陳情、９知事のみ　民主ルールで激減　朝日新聞社調査",NA,14611,NA,14228
21456,"自民党竹下派分裂か　羽田派の結成やむなし　小渕会長が表明 ",NA,NA,1366,3811
68116,"女性天皇　７９％「賛成」　内閣支持率４８．０％／読売新聞社世論調査 ",NA,12295,NA,NA
19171,"暫定政府樹立し総選挙めざす　アフガン反政府指導者・マスード氏会見",NA,4129,NA,3383
82063,"「社会保障」「生活」２省新設　厚労省を分割　麻生首相検討へ ",NA,14184,NA,NA
21635,"自衛隊機で他国のカンボジアＰＫＯ輸送に協力　政府、来週にも決定へ",NA,4588,NA,NA
16065,"橋本蔵相が辞意固める　証券不祥事や元秘書の不正融資仲介で審議への波及を懸念 ",NA,3431,NA,NA
80099,"談合２社から計７２万円献金　中山国交相の党支部",NA,13883,NA,13649
62256,"りそな、公的資金申請へ　初の特別支援　政府、きょう危機対応会議 ",NA,11480,NA,NA
88223,"地震想定を拡大へ　政府調査委、過去の発生例にとらわれず予測　防災計画に影響",NA,15464,NA,NA
35091,"［政まつりごと］第五部検証・連立政治（１０）党議と信条（連載） ",NA,NA,NA,7011
12398,"ジョージの威力　首脳会談後、首相は変わった（湾岸危機と日本：１）",NA,2524,NA,NA
96482,"原発「帰還困難」２万５３００人　福島７市町村　警戒区域再編あす完了",NA,NA,NA,15493
84792,"「平沼党首」で合意　新党１０日結成　参院比例に「１０人」 ",NA,NA,NA,14360
33233,"武村蔵相らタヒチ入り ",NA,6979,NA,NA
11705,"サウジなどへ医師ら２００人　海部首相、難民向け医療協力の方針",NA,2337,NA,NA
27906,"税制など３分野協議　青雲加え対案集約へ　社・さきがけ党首が合意 ",NA,NA,NA,5510
91898,"東電社長、国会閉会中審査で釈明　福島第一汚染水問題",NA,NA,NA,15624
53780,"実習船事故連絡後もゴルフ　森首相「判断誤った」／衆院予算委 ",NA,10099,NA,10183
37821,"参院兵庫補選、芦尾長司氏が当選　投票率は史上最低の２１％",NA,NA,NA,7563
40129,"来春の高校教科書、「慰安婦」記述増える　政府見解が基準に",NA,8067,NA,NA
37952,"法人税率１％下げで調整　「税収中立」で曲折も　大蔵・自民経済団体",NA,NA,2184,NA
40796,"元衆院議長の福田一氏死去",NA,NA,NA,7987
93402,"あせた希望、冷めた現実　米中間選挙　アメリカ総局長・山脇岳志",NA,NA,NA,15950
15246,"新任務に海外災害派遣　ＰＫＯと切り離し　防衛庁が自衛隊法改正検討",NA,NA,NA,2669
89984,"薬事行政監視、進まず　第三者機関創設の法案断念へ　政府",NA,15962,NA,NA
86898,"「たちあがれ」連立否定が大勢 ",NA,NA,NA,14675
11151,"海部首相きょう８日の日程＝現地時間 ",NA,2244,NA,NA
78823,"政府方針、消費者庁を来年度創設　骨抜き懸念、前倒し　",NA,13706,NA,NA
43763,"長銀再建へ第一勧銀、大和銀と合併構想　政府、自民が支持　週明けにも本格協議 ",NA,8626,2421,NA
80362,"銀行の会計ルール緩和　市場安定策、麻生首相きょう指示",NA,13927,NA,NA
67015,"独禁法の課徴金１０％に引き上げ　公取委、法改正で最終調整　上げ幅は圧縮 ",NA,NA,NA,11951
16490,"対ソ支援は速やかに　サッチャー前英首相強調　加藤読売新聞社編集局長と会見 ",NA,3513,NA,NA
88043,"発送電分離を検討　首相、保安院切り離しも ",NA,15422,NA,NA
31149,"東京共同銀融資問題　「否決される可能性高い」　公明都議団長が表明 ",NA,NA,NA,6226
74173,"和歌山知事を逮捕　県工事談合の疑い　収賄も捜査",NA,NA,NA,12791
5503,"比・カンボジアへの積極的貢献を表明　日米首脳会談で竹下首相",NA,1014,NA,NA
21882,"「ガイダル首相」を否決　エリツィン政権に痛手　ロシア代議員大会",NA,4643,NA,3951
51342,"総選挙に約１４００人　きょう公示",NA,NA,NA,9781
13335,"中山外相、１３日に訪米　湾岸情勢で最終対応探る",NA,2770,NA,NA
72471,"米軍再編、進展に応じ振興金　政府検討、移転先に協力促す",NA,12814,NA,NA
69152,"北朝鮮の燃料棒取り出し　「核計画廃棄を」／小泉首相 ",NA,12436,NA,NA
5692,"中国の大気汚染監視センター建設援助計画促進を指示　竹下首相",NA,1051,NA,NA
91547,"日韓、歴史問題で平行線　「関係発展」は一致　外相会談",NA,16460,NA,NA
31333,"村山首相の訪中、５月で調整　日中首脳会談で合意／コペンハーゲン ",NA,6719,NA,NA
13154,"衆院８選挙区が違憲状態　一票の格差広がる／国勢調査速報値読売新聞社集計 ",NA,NA,NA,2386
18013,"ＰＫＯ法案の再修正を示唆　加藤官房長官",NA,3852,NA,NA
20211,"北方領土問題の前進へ渡辺外相意欲　クナーゼ・ロシア外務次官と会談",NA,4336,NA,NA
92144,"徳洲会マネー、９７議員に　献金・融資１２８２万円　昨年の政治資金",NA,NA,NA,15679
49925,"喫煙率半減計画“難産”　業界反発、自民も批判　板ばさみの厚生省、再議論 ",NA,NA,2885,NA
94041,"避難準備区域を解除　福島５市町村　２万８０００人帰宅支援 ",NA,NA,NA,14887
60454,"金沢市長選　山出保氏が４選 ",NA,NA,NA,11064
48755,"［臨界事故の衝撃］（中）「想定外」政府も対策欠落（連載） ",NA,9375,NA,NA
86568,"日中首脳　２２分間会談　菅首相、尖閣「立場」伝える ",NA,15142,NA,NA
10206,"新行革審が最終答申　柔軟財政運営の確立を　海部首相に提出 ",NA,2028,NA,NA
94872,"枝野経産相　原発稼働「一瞬ゼロ」　５月５日　泊が停止　大飯　間に合わず",NA,15927,NA,NA
26605,"灘尾弘吉氏が死去　元衆院議長、文相を６度",NA,5639,NA,5186
75967,"安倍首相、年金を争点化　参院選へ巻き返し懸命「最重要公約に」",NA,13266,NA,13067
54085,"自民総裁選　小泉氏、出馬固める　対抗馬、橋本氏軸に ",NA,NA,3067,NA
77496,"日中、ガス田解決へ努力　福田首相、早期訪中の意向　首脳会談",NA,13527,NA,NA
65218,"盧武鉉大統領に弾劾訴追案　野党提出、成立は微妙　韓国",NA,NA,NA,11750
78428,"日銀人事案　「武藤総裁」きょう提示　副総裁に白川元理事ら ",NA,NA,4036,NA
11636,"イラク政府、経済制裁に警告　「外国人幼児に飢え及ぶ」",NA,2326,NA,NA
27704,"国会運営で自社が密接に連携　幹事長・書記長協議で確認 ",NA,NA,1867,5465
14912,"政策変更、当面ない　地価対策に全力　橋本蔵相がＧ７後に会見 ",NA,3190,NA,NA
62303,"小泉首相、ブッシュ大統領との首脳会談のためきょう訪米",NA,11488,NA,NA
36279,"ペリー米国防長官と基地巡り会談　大田・沖縄県知事",NA,7492,NA,7237
50953,"森首相、米欧露歴訪から帰国 ",NA,9667,NA,NA
43814,"住友信託、長銀を救済合併　公的資金投入も　不良債権の処理法、相違残す ",NA,NA,NA,8486
20043,"宮沢首相３０日の日程＝現地時間 ",NA,4296,NA,NA
38561,"オレンジ共済の友部議員逮捕許諾請求へ　詐欺容疑で捜査当局が準備",NA,NA,NA,7651
7095,"１５日に採択されたサミット政治宣言の骨子 ",NA,NA,NA,1206
41243,"郵政３事業、公社案浮上　自民党が一体維持で調整　職員の身分が焦点 ",NA,NA,2299,8051
77824,"今国会成立確実に　原告側と合意、野党評価　肝炎救済法案",NA,NA,NA,13405
31519,"合意文書、歩み寄り　与党訪朝団、北朝鮮側と未明まで協議続ける",NA,NA,NA,6311
2341,"カンボジア早期解決に援助や対話仲介　サミットへ政府方針",NA,444,NA,NA
5848,"リクルート疑惑　高石前文部次官逮捕で政府衝撃　教育現場へ影響憂慮／政府 ",NA,1073,NA,NA
88880,"政治を前に進めよ　政治部長　玉井忠幸 ",NA,NA,NA,14860
24609,"非自民８党派の連立政権　戦後政治に新たな一章 ",NA,5178,1715,4701
9802,"大統領にゴルバチョフ議長推薦　ソ連人民代議員大会で投票へ",NA,NA,NA,1886
57217,"対ＡＳＥＡＮ「ともに歩む」　小泉首相が外交演説で基本理念 ",NA,10705,NA,NA
38160,"経済構造改革特別措置枠　脳研究など最優先　橋本首相が決定、総額３０００億円 ",NA,7773,NA,NA
32431,"緊急経済対策　地価税率ゼロに　有価証券取引税は撤廃／自民原案 ",NA,NA,1991,NA
37048,"近づく選挙、街に活気も　サラエボ",NA,NA,NA,7354
66175,"米国産牛肉、輸入一部再開の方針　まず若牛の筋肉　政府",NA,12051,NA,NA
34066,"クリントン米大統領、早期訪日めざす　「沖縄」新機関２０日にも／日米外相会談 ",NA,7143,NA,NA
30453,"社党臨時党大会、２月１１日メド　新民連内に離党強行論も ",NA,NA,NA,6090
8390,"「北方領土、第三の方法を勉強」　ヤコブレフ氏、海部首相らとの会談で表明 ",NA,1634,NA,NA
55196,"「政権交代」地方は動く（日本の予感　「改革」の光と影：５）",NA,10377,NA,NA
77902,"通常国会、１８日に召集",NA,NA,NA,13415
36029,"新進党、船田元氏の役職解任　新党構想に批判噴出 ",NA,NA,NA,7189
5210,"労働省関係さらに４議員　リクルート社によるパーティー券購入",NA,NA,NA,728
69824,"静岡知事に石川氏４選",NA,NA,NA,12227
18285,"阿部元長官の保釈決定　きょうにも手続き　共和汚職事件",NA,3935,NA,NA
25636,"兵庫・神戸市長に笹山氏再選 ",NA,NA,NA,4949
18423,"自民、「参考人」応じる　共和事件で鈴木元首相の聴取",NA,3976,1166,NA
42122,"社民党首選　土井氏が無投票再選　閣外協力は当面継続 ",NA,NA,NA,8202
84783,"内閣支持　急落３３％　普天間未決着なら「退陣を」４９％／読売新聞世論調査 ",NA,14804,NA,NA
10669,"ミャンマー　総選挙で民主派ＮＬＤが圧勝　軍事政権、首都敗北認める ",NA,2144,NA,2041
9503,"衆院選　自民、安定多数へ　社党大躍進、１３０台確実　公共民は不振／即日開票 ",NA,NA,669,1790
67077,"政府「座間へ移転、困難」と米側に伝達　再編計画の柱、陸軍司令部",NA,12144,NA,NA
7408,"総人口１億２２３３万人　一票の格差、衆院は３．１８倍に拡大／平成元年３月 ",NA,NA,NA,1304
92493,"厚労省、独法入札に便宜か　参加要件、公示後書き換え　担当者「不正ない」",NA,NA,NA,15776
18686,"宮沢内閣、不支持５６％に　支持は２７％に急落　朝日新聞社世論調査",NA,4047,NA,NA
444,"竹下内閣支持率、やや低下し４４％　朝日新聞社世論調査",NA,91,NA,NA
6833,"ロカール仏首相、「最大限の圧力必要」　中国の民主化運動摘発で表明",NA,1306,NA,NA
5720,"対北朝鮮関係、国会答弁で「反省」　外務省首脳意向",NA,NA,NA,850
27565,"日米包括協議の再開合意できず　新政権下で再協議／カンター・羽田会談 ",NA,5927,NA,NA
27334,"東証理事長に山口光秀氏　日銀総裁には松下康雄氏の公算 ",NA,NA,1842,NA
69443,"床下換気扇を売りつける点検商法　代理店主５０人が１７億円の申告漏れ ",NA,NA,NA,12180
88737,"首相、退陣を明言　２法案成立時　岡田氏は大連立言及 ",NA,15566,NA,14841
46199,"自治体・民間協力１０例示　港使用や物資輸送　周辺事態米軍支援",NA,NA,NA,8903
62901,"辻元前議員逮捕　土井党首元秘書も　秘書給与１８００万円詐欺容疑＝号外も発行 ",NA,NA,NA,11410
96627,"参院選きょう公示",NA,NA,NA,15552
45709,"自自党首会談、激しい応酬　閣僚数譲歩、安保にこだわった小沢氏",NA,8959,NA,NA
54345,"［いま首相を問う］（４）米経済学者　ジョン・ガルブレイス氏（連載） ",NA,10197,NA,NA
83059,"谷垣氏、自民党総裁選出馬へ　若手らの動向焦点",NA,NA,4239,14142
89391,"発送電分離、検討開始へ　閣僚会議に改革論点",NA,15791,NA,NA
6189,"後継総裁、伊東氏に就任を６日に正式要請／安倍自民党幹事長 ",NA,NA,364,974
36162,"政府、応じる方針　北朝鮮支援の国連アピール",NA,7470,NA,NA
70162,"衆院選きょう公示　少数激戦１１００人超出馬へ　自・民対決、２８０選挙区 ",NA,NA,NA,12326
41160,"都道府県の法人事業税　税率０．５％ー１％下げ　政府が方針 ",NA,8235,NA,NA
27001,"ゼネコン汚職　竹内前知事が鹿島の現金授受否認　贈賄側も無罪主張／東京地裁 ",NA,NA,NA,5299
95065,"首相「１５日までに採決」　一体改革　民主が修正協議要請",NA,15981,NA,NA
16454,"核軍縮促進の決議案を発表　ソ連人民代議員大会の大会決議起草委",NA,NA,NA,2866
19563,"タイ　首相ポストは民選議員とする改憲案　与党５党が例外認めずで合意 ",NA,4207,NA,3447
2153,"竹下首相「善隣友好外交を堅持」　日中発言で奥野長官更迭",NA,417,NA,NA
14020,"李鵬・中国首相、無条件撤退をイラク副首相に要求　湾岸戦争",NA,2959,NA,NA
24498,"連立へ非自民の党首会談提案／社会党・山花委員長 ",NA,NA,1667,4632
27160,"広範な黒字削減策迫る　クリストファー米国務長官、細川首相と会談",NA,5806,NA,NA
24664,"自民、特別国会「会期２０日」提案へ ",NA,NA,1726,4725
71084,"道路特定財源、２００７年度から一般財源化　暫定税率は維持／政府・与党調整 ",NA,12674,NA,12474
17171,"新内閣もあす発足　残る三塚派との調整",NA,3656,NA,NA
58453,"総領事館中国警官侵入　小泉首相「冷静対応を」 ",NA,10913,NA,NA
18405,"刑事被告人は除外　証人喚問基準で自民が試案 ",NA,NA,1163,NA
77974,"消費税上げも念頭　福田首相、社会保障改革へ意欲",NA,13603,NA,NA
26359,"参院政治改革特別委　審議日程は物別れ　年明けに改めて協議 ",NA,NA,NA,5119
66860,"民主・岡田代表、再選　民主党代表選",NA,NA,NA,11942
74854,"与党内から辞任論　野党３党も要求　柳沢厚労相「産む機械」発言",NA,13151,NA,12916
39878,"千葉市長選に４氏が届け出",NA,NA,NA,7871
63550,"衆参２０４人、新「民主党」誕生　民主、自由が合併協議書に調印",NA,NA,NA,11493
16347,"ソ連邦離脱のバルト３国にＯＤＡ供与　経済支援策を検討／政府 ",NA,3495,NA,NA
61631,"「水」の国際監視を提言、政府関与求める　フォーラム開幕",NA,11389,NA,NA
92542,"集団的自衛権行使容認、慎重論が噴出　自民が党内論議",NA,NA,4694,15781
70988,"西村真悟議員きょう逮捕　弁護士法違反容疑　民主、議員辞職要求へ ",NA,NA,NA,12462
69985,"［「壊党」・解散］（下）政界流動化の序章か（連載） ",NA,NA,NA,12266
47683,"産業再生法案の概要固まる　政府、来月下旬に国会提出 ",NA,9231,NA,9147
1120,"安倍幹事長、浜田氏の責任問題で本格的な収拾へ　きょう再会談",NA,NA,35,NA
40856,"橋本首相、中国から帰国 ",NA,8180,NA,NA
64523,"小泉首相、靖国神社に参拝　４回目「初詣で」と説明、中韓は反発",NA,11844,NA,NA
14836,"北方領土問題の進展が前提と訪ソに慎重／海部首相 ",NA,3166,NA,NA
90805,"経済再生相に甘利氏　自公、原発依存減で一致",NA,NA,4564,NA
34889,"住専資料開示、秘密会案も／衆院予算委 ",NA,NA,NA,6966
61547,"坂井隆憲衆院議員を献金虚偽記載容疑で逮捕　５年１億２０００万円",NA,NA,NA,11210
24949,"社会党、来月に委員長選挙",NA,NA,NA,4818
28723,"日の丸・君が代・日米安保　社会党が見解見直しへ　首相答弁は「自衛隊合憲」で ",NA,6242,NA,NA
8086,"中曽根元首相の喚問、参院で決議案も　参院社党の野田国対委員長",NA,1592,NA,1421
9945,"大店法の出店規制、大都市部は除外　海部首相、法廃止含め調整",NA,1980,NA,1917
7765,"徳島県知事に三木申三氏が３選 ",NA,NA,NA,1346
8479,"参院税特委の税制再改革法案、野党側が修正方針　審議、週内空転へ",NA,NA,NA,1524
33193,"自民総裁選　森喜朗氏の出馬固まる　旧三塚派、河野グループが支援へ ",NA,NA,2027,NA
46962,"統一地方選後半戦告示　２４市長が無投票当選　市区議、女性候補最多 ",NA,NA,NA,9031
82449,"首相、２閣僚を補充　反対強く党人事断念　林芳正・経財、林幹雄・国家公安 ",NA,14255,NA,13952
49973,"山形市長選、３氏届け出　ヤミ献金で出直し",NA,NA,NA,9515
65378,"小泉首相「テロ、心構えを」　郵政民営化準備室長に前農水次官起用",NA,11925,NA,NA
12099,"中東貢献策　アジア・東欧にも　政府、具体策の検討着手 ",NA,2443,NA,NA
2742,"竹下首相元秘書も売買　リクルート関連非公開株譲渡",NA,533,NA,NA
83768,"社民党首選　福島氏が無投票４選へ ",NA,NA,NA,14221
69770,"北の核　政府、平和利用も認めず　エネルギー支援の条件に　６か国協議で方針 ",NA,12504,NA,NA
38136,"新進分裂、２６日「羽田新党」　十数人が参加意思　小沢氏の慰留を拒否 ",NA,NA,NA,7608
89431,"東電、１０議員を「厚遇」　パーティー券多額購入",NA,NA,NA,14961
12486,"［転換期の日本政治］第二部（８）国際責務を問う　同盟の証（連載） ",NA,NA,NA,2254
25661,"「できる限り実行」　第三次行革審答申受け、細川首相",NA,5433,NA,NA
50153,"最高裁判事に町田顕・東京高裁長官が内定 ",NA,9546,NA,NA
61133,"生保の予定利率下げ　今国会に法改正案／金融庁方針 ",NA,NA,NA,11153
98689,"衆院定数減「答申通りに」　調査会検討中　自・民・維　党首明言",NA,NA,NA,16013
5279,"リクルート社の献金、一方的非難は不当　自民党が「疑惑」拡大で異例の見解 ",NA,NA,274,748
42057,"通勤・通学には自転車に乗ろう　温暖化対策で政府が呼びかけ ",NA,8365,NA,NA
26898,"衆院の新勢力分野 ",NA,NA,NA,5278
57766,"色丹島診療所建設　小泉首相が経緯の調査を表明／衆院予算委 ",NA,10792,NA,10724
85042,"徳之島３町長「拒否」表明へ　普天間移設　きょう首相と会談 ",NA,14851,NA,NA
61465,"大島農相の「秘書疑惑」答弁メモ　衆院法制局が相談受け作成 ",NA,11366,NA,11189
2931,"大蔵省、国会絡み前向き姿勢　リクルート関連株譲渡＜解説＞",NA,NA,NA,348
77348,"「大連立」小沢氏が提案　「絶対、党内まとめる」　自・民党首会談の舞台裏 ",NA,NA,NA,13328
82435,"水俣病、地域指定は継続　与党・民主救済法案、あす詰めの協議",NA,NA,NA,13946
89204,"福島県議選の候補者、「全国で脱原発を」９割　朝日新聞社アンケート",NA,NA,NA,14920
24995,"個人政治献金の税額控除盛り込みへ　所得控除と選択方式",NA,NA,NA,4827
11987,"ドイツ統一を最終承認　６カ国外相、「平和条約」に調印",NA,2421,NA,NA
39525,"橋本首相、豪へ出発 ",NA,7987,NA,NA
90386,"混迷、選挙の顔探し　民主・細野氏擁立論広がる　自民・石原氏の知名度魅力",NA,NA,4483,15199
94476,"副総理任命を検討　首相、岡田氏念頭　一体改革推進　閣僚人事２段階で",NA,15811,NA,NA
68123,"総合学習、削減の意向　国・数など時間確保　中山文科相",NA,12296,NA,NA
49083,"介護保険制度見直し　将来の法改正に含み　小渕首相が修正答弁／参院代表質問 ",NA,9424,NA,9347
27908,"税制改正は社党の意見聞き協議／政府与党方針 ",NA,6033,NA,5512
57540,"「デフレ対策月内に」　小泉首相が指示、危機時には公的資金を再注入 ",NA,10758,NA,NA
23610,"宮沢首相、公共事業の制裁指定に反発　「米、引き継ぎ不十分」",NA,4945,NA,NA
53735,"ＫＳＤ、村上議員事務所家賃も負担　９６年の代表質問後から５年間",NA,NA,NA,10176
83312,"普天間沖合移動なら「県内」容認　沖縄知事が意見書　防衛省アセス準備書に ",NA,NA,NA,14176
91412,"成年被後見人に選挙権　１３．６万人権利回復　改正公選法成立",NA,NA,NA,15495
3358,"知事選は佐藤氏リード　参院補選は石原氏抜け出す／福島ダブル選読売新聞調査 ",NA,NA,NA,413
34033,"村山首相、大田沖縄知事と月内に再会談へ　日米首脳会談の結果受け",NA,7135,NA,6768
21597,"「ＵＮＴＡＣ部隊に投票所守る任務も」　インドネシア外相と会見",NA,4585,NA,NA
48224,"自自公、９月末に連立政権　「予算」で協議着手　小渕首相が示唆 ",NA,9296,2780,9252
8443,"消費税見直し、食品非課税に慎重　政府税調委の報告骨子",NA,1646,NA,NA
29632,"クウェート国境から「軍撤収を完了」　イラク外相が言明 ",NA,6440,NA,NA
13283,"湾岸危機めぐり１月４日に緊急外相会議　ＥＣ",NA,2749,NA,NA
1917,"米ソ戦略核削減で対立解けず　首脳会談での調印は絶望／外相会談が共同声明 ",NA,337,NA,NA
84323,"民主・小沢幹事長、改めて続投宣言　オバマ米大統領との会談にも意欲",NA,NA,4284,NA
99129,"「音声記録　取り出し成功」　独旅客機墜落　仏政府、解析へ",NA,17169,NA,NA
91048,"首相のＧＷ訪ロへ調整　プーチン氏と森氏会談",NA,16336,NA,NA
24014,"カンボジアの国民政府構想　再提案に含み／シアヌーク殿下 ",NA,5035,NA,NA
88320,"３次補正「新体制で」　首相と岡田氏一致　解釈にはズレ　国会７０日延長 ",NA,15478,NA,14808
3969,"公明が首相発言評価　条件付きで税制法案審議入りを容認",NA,721,NA,NA
54206,"金融機関の不良債権、最終処理５年以内に　政府緊急経済対策、目標期限盛る ",NA,10174,NA,NA
67983,"永世皇族制廃止も　女性天皇前提に皇位継承３案　「婿養子」容認／政府検討 ",NA,12285,NA,NA
96309,"米韓、北に自制求める　ケリー長官　外相と会談　核保有国と認めず",NA,16380,NA,NA
91448,"民間活力、成長の柱に　高い目標、実現不透明　安倍政権、戦略第３弾を発表",NA,16440,NA,NA
5887,"日朝改善、韓国と協議を　宇野外相に崔韓国外相が要請 ",NA,1082,NA,NA
29179,"自衛隊ルワンダＰＫＯ　村山首相が派遣準備を指示 ",NA,6351,NA,NA
90296,"消費税、１４年４月に８％・１５年に１０％　法成立　野田首相「社会保障の財源」",NA,16046,NA,15172
76521,"温暖化対策　どうする国内排出量取引　米豪でも機運…政府、導入本格論議へ ",NA,13362,NA,NA
70230,"衆院選　公務員削減で火花　自民…郵政民営化で実現、民主…霞が関改革優先を ",NA,NA,3679,12351
24577,"山花・社党委員長、辞任きょう表明　衆院選惨敗の責任とる ",NA,NA,NA,4683
14078,"タイ国軍が無血クーデター　チャチャイ首相を逮捕　平和維持委が全権を掌握 ",NA,2970,NA,NA
21244,"政党政治の危機　金丸氏辞職で竹下氏に真相語る義務　佐川急便事件",NA,NA,NA,3749
412,"中曽根見解にとらわれず新間接税を検討　衆院予算委で首相強調",NA,85,NA,50
81063,"施政方針演説原案　２０１１年度に消費税上げ強調　麻生首相、小泉路線に決別 ",NA,14043,NA,NA
77592,"日中外相が会談　ガス田開発の決着つかず　「首相訪中まで」先送り ",NA,13541,NA,NA
26293,"三次補正と来年度予算　「政治改革」後に編成で連立与党が合意 ",NA,NA,NA,5105
60649,"岡田氏と菅氏、代表選本格化　民主党",NA,NA,NA,11096
82894,"（朝日・東大共同調査）各候補「党首力」頼らず　自民は組織　民主は政権能力　総選挙",NA,14318,4225,14080
10168,"鳥取市長選　前市助役・西尾迢富氏が当選 ",NA,NA,NA,1958
28568,"自社両党が選挙協力で近く協議　来夏の参院選に照準 ",NA,NA,NA,5661
22995,"６２年の総裁選資金流用か　金丸前副総裁の脱税起訴分の一部／東京地検 ",NA,NA,1520,NA
66596,"自民・橋本氏、きょうにも派閥会長の辞意表明　１億円献金問題で引責 ",NA,NA,3527,NA
49374,"政府、対北朝鮮制裁解除を検討へ　小渕首相、前向きの姿勢",NA,9461,NA,NA
27611,"渡辺美智雄氏、自民党離党断念を表明　河野総裁と会談 ",NA,NA,1866,5434
3904,"公明が６４年の活動方針案　連合政権論は後退、態勢固めを訴え",NA,712,NA,NA
83718,"鳩山首相と母、１１億円拠出　偽装容疑は３．５億円",NA,14569,NA,NA
57270,"道路公団民営化の推進委　人選に国会同意求めず　小泉首相が方針 ",NA,10715,NA,10657
47984,"国旗・国歌法案、きょう衆院を通過　自自公など賛成多数",NA,NA,2752,9198
45003,"中島洋次郎代議士、立件へ　政党交付金で虚偽報告の疑い　東京地検",NA,NA,NA,8701
27740,"南ア選挙　ＡＮＣ大勝確実に　得票６０％、黒人主導へ　マンデラ大統領６日選出 ",NA,NA,NA,5474
41963,"銀行自己資本比率の是正期間を猶予　「貸し渋り」改善促す　三塚蔵相が方針 ",NA,8354,NA,NA
85824,"政府・日銀、懸念を表明　円高対応、菅首相・白川総裁会談へ",NA,15015,4324,NA
78541,"道路財源の一般財源化を与党合意　民主と協議入り困難",NA,NA,NA,13485
24325,"平成４年度決算の歳入欠陥１兆５４８３億円　蔵相「財政非常事態」を宣言 ",NA,5110,NA,NA
88380,"玄海原発、再開容認へ　古川・佐賀知事「安全性クリア」",NA,NA,NA,14816
55477,"扇保守党党首、当面続投 ",NA,NA,NA,10479
18099,"「コメ」関税化受け入れを　「部分開放は不公平」／渡辺外相 ",NA,3887,NA,NA
96204,"［アベノミクス加速］（１）首相の決断　真価これから（連載）",NA,16356,NA,NA
47633,"中国に働きかけ　日米首脳会談で小渕首相表明",NA,9224,NA,NA
83846,"京都議定書の単純延長　政府、応じぬ方針 ",NA,14610,NA,NA
26112,"旧ユーゴ本格支援へ　明石代表の就任受け　政府、職員派遣も検討 ",NA,5539,NA,NA
78708,"日銀人事　「白川総裁」で決着　政府提示「渡辺副総裁」、民主に異論 ",NA,13689,4064,NA
21270,"自民・竹下派　２１日メドに新体制　「小渕会長」には小沢氏反発 ",NA,NA,1342,NA
17589,"１２閣僚、１０００万円超す株所有　宮沢内閣が資産公開",NA,3753,NA,NA
9558,"第１１８特別国会　会期１２０日間固まる ",NA,NA,NA,1816
14210,"湾岸復興支援、緊急援助隊派遣も　参院予算委で中山外相が見解示す",NA,2987,NA,2509
44041,"ＰＫＯの日本人、射殺される　政府派遣の政務官　タジキスタン",NA,8670,NA,NA
4508,"国会、あす１日に正常化　参院税特委でリクルート集中審議 ",NA,NA,NA,634
24543,"非自民の首相統一候補擁立に細川氏が前向き　新生党・小沢氏と接触 ",NA,5161,1687,NA
67922,"拉致被害者資料分析　北に結果伝達、抗議　「回答なければ厳しい対応」／政府 ",NA,12282,NA,NA
40872,"郵貯の民営化反対５４％　橋本内閣支持は５３％　朝日新聞世論調査",NA,8185,NA,NA
66454,"内閣法制局長官処分へ　年金改革法「ミス余りに多い」／政府 ",NA,12082,NA,11912
2778,"税制改革で公平・活力社会　消費税率に歯止め　竹下首相の所信演説骨格固まる ",NA,541,NA,NA
47078,"傍受対象犯罪半減　自民・法務省、組織犯罪法案の今国会成立めざす",NA,NA,2690,9063
14104,"ワルシャワ条約軍の解体に調印　近くコメコンも　外相・国防相会議",NA,2971,NA,NA
31633,"統一地方選前半　１３知事選などきょう投票　東京など激戦模様 ",NA,NA,NA,6335
27138,"中村前建設相の逮捕状請求　「在宅では解明困難」／三ヶ月法相 ",NA,5796,NA,NA
22912,"金丸前副総裁を逮捕　所得税数億円の脱税容疑　共謀の生原元秘書も／東京地検 ",NA,NA,1494,NA
21168,"自民党国会対策委員会に「けじめ論」　金丸前副総裁への違法献金問題",NA,NA,1332,3731
50392,"選挙改革に民主同調　今国会で成立確実 ",NA,NA,NA,9599
65270,"サパテロ・スペイン次期首相、イラク撤兵表明　米国の対応批判",NA,11919,NA,NA
57848,"鈴木氏の辞職勧告決議案を提出／野党４党 ",NA,NA,NA,10733
87010,"特許抜け駆けに歯止め　共同開発トラブル防ぐ　法改正案",NA,NA,NA,14684
25609,"規制緩和へ推進委設置　細川首相固める　調査・勧告権など持つ方針 ",NA,5425,NA,NA
1088,"衆院予算委、委員長除き収拾へ責任　与野党理事一致",NA,NA,NA,118
11159,"副書記長を新設、書記長報告の決議を基本承認　ソ連党大会",NA,NA,NA,2106
5097,"北朝鮮、軍事協議の南北首相級会談に応じる意向",NA,928,NA,NA
98724,"攻める与党、野党防戦　選挙サンデー　「どぶ板」大物狙い首相ら続々",NA,17035,NA,16040
17926,"両陛下の９２年秋訪中固まる　外相会談で中国側が招請　李首相も歓迎を表明 ",NA,3832,NA,NA
77694,"税制、抜本改革先送り　選挙意識し、地方配慮　与党大綱",NA,NA,NA,13384
